Rede,Nome Fantasia,Logradouro,Bairro,Cep,Uf,Municipio,Cnpj,Aberta,Latitude,Longitude
Casas Bahia,Pça.Tiradentes,"Praça Tiradentes, 356",Centro,80020-100,PR,Curitiba,33041260091291,Sim,-25.4302033,-49.2718617
Casas Bahia,Madureira 3,"Avenida Ministro Edgard Romero, 0",Madureira,21350-301,RJ,Rio De Janeiro,33041260085488,Sim,-22.874657,-43.3374625
Casas Bahia,Madureira,"Rua Carvalho De Souza, 282",Madureira,21350-180,RJ,Rio De Janeiro,33041260083604,Sim,-22.87717,-43.3339925
Casas Bahia,Hauer,"Avenida Marechal Floriano Peixoto, 6274",Hauer,81630-000,PR,Curitiba,33041260091453,Sim,-25.4775673,-49.2491059
Casas Bahia,S José Dos Pinhais,"Rua Quinze De Novembro, 1510",Centro,83005-000,PR,São José Dos Pinhais,33041260078198,Sim,-25.5381512,-49.2001438
Casas Bahia,Shopping Carioca,"Avenida Vicente De Carvalho, 909",Vic. Carvalho,21210-002,RJ,Rio De Janeiro,33041260086450,Sim,-22.8518141,-43.3117506
Casas Bahia,Shopping Via Brasil,"Rua Itapera, 500",Iraja,21230-500,RJ,Rio De Janeiro,33041260105004,Sim,-22.8241845,-43.3198262
Casas Bahia,Shopping Palladium 2,"Avenida Presidente Kennedy, 4121",Agua Verde,80610-010,PR,Curitiba,33041260110504,Sim,-25.4689838,-49.2825588
Casas Bahia,Shopping Grande Rio,"Estrada Municipal São João De Meriti, 111",Centro,25575-821,RJ,São João De Meriti,33041260087693,Sim,-22.771738,-43.333087
Casas Bahia,Ourinhos,"Rua Antônio Carlos Mori, 298",Centro,19900-080,SP,Ourinhos,33041260126699,Sim,-22.9785959,-49.867126
Casas Bahia,Ourinhos 2,"Rua Parana, 289",Centro,19900-020,SP,Ourinhos,33041260154048,Sim,-22.9776322,-49.8692861
Casas Bahia,Meier,"Rua Dias Da Cruz, 19",Meier,20720-010,RJ,Rio De Janeiro,33041260084082,Sim,-22.9031506,-43.2822152
Casas Bahia,Duque De Caxias 8,"Rua José De Alvarenga, 213",Centro,25020-140,RJ,Duque De Caxias,33041260080257,Sim,-22.7903205,-43.3115944
Casas Bahia,Duque De Caxias 6,"Avenida Presidente Kennedy, 1499",Centro,25010-009,RJ,Duque De Caxias,33041260079917,Sim,-22.7876965,-43.3109031
Casas Bahia,Duque De Caxias 7,"Avenida Nilo Pecanha, 190",Centro,25010-143,RJ,Duque De Caxias,33041260080095,Sim,-22.7868053,-43.3108516
Casas Bahia,Norte Shopping 1,"Avenida Dom Helder Camara, 5332",Cachambi,20771-004,RJ,Rio De Janeiro,33041260083191,Sim,-22.8865759,-43.2803272
Casas Bahia,Norte Shopping 2,"Avenida Dom Helder Camara, 5474",Cachambi,20771-004,RJ,Rio De Janeiro,33041260084244,Sim,-22.8865759,-43.2803272
Casas Bahia,Novo Mundo,"Avenida Republica Argentina, 4455",Novo Mundo,81050-000,PR,Curitiba,33041260091534,Sim,-25.4866527,-49.2942794
Casas Bahia,Rocinha,"Estrada Da Gavea S/N, 0",Sao Conrado,22451-265,RJ,Rio De Janeiro,33041260087260,Sim,-22.989487,-43.252105
Casas Bahia,Shopping Nova America,"Avenida Pastor Martin Luther King, 126",Del Castilho,20765-000,RJ,Rio De Janeiro,33041260086700,Sim,-22.8774719,-43.2749878
Casas Bahia,Penha 2,"Rua Plinio De Oliveira, 57",Penha,21070-040,RJ,Rio De Janeiro,33041260084759,Sim,-22.8417775,-43.2794965
Casas Bahia,Shopping Caxias,"Rodovia Washington Luiz, 2895",Parque Duque,25085-008,RJ,Duque De Caxias,33041260080176,Sim,-22.799588,-43.2903187
Casas Bahia,Sítio Cercado,"Rua Izaac Ferreira Da Cruz, 3632",Sitio Cercado,81910-000,PR,Curitiba,33041260091372,Sim,-25.5359612,-49.272154
Casas Bahia,Duque De Caxias 5,"Rua Joaquim Lopes Macedo, 38",Centro,25025-050,RJ,Duque De Caxias,33041260079836,Sim,-22.7294142,-43.309316
Casas Bahia,Complexo do Alemão,"Estrada Do Itararé, 340",Ramos,21061-240,RJ,Rio De Janeiro,33041260121387,Não,-22.859475,-43.267633
Casas Bahia,Shopping Boulevard Vila Isabel,"Rua Barao De Sao Francisco, 236",Andarai,20560-032,RJ,Rio De Janeiro,33041260086026,Sim,-22.9242031,-43.2494305
Casas Bahia,Pinheirinho,"Avenida Winston Churchill, 2399",Capao Raso,81150-050,PR,Curitiba,33041260091615,Sim,-25.5175701,-49.2957094
Casas Bahia,Bonsucesso 1,"Praça Das Nacoes, 236",Bonsucesso,21041-010,RJ,Rio De Janeiro,33041260004070,Não,-22.867983,-43.254737
Casas Bahia,Bonsucesso,"Rua Cardoso De Morais, 80",Bonsucesso,21032-025,RJ,Rio De Janeiro,33041260084406,Sim,-22.8598999,-43.2560042
Casas Bahia,Tijuca 2,"Rua Conde De Bonfim, 412",Tijuca,20520-054,RJ,Rio De Janeiro,33041260083515,Sim,-22.9243435,-43.2331057
Casas Bahia,Orlandia,"Um, 450",Centro,14620-000,SP,Orlândia,33041260201577,Sim,-20.7172291,-47.8803129
Casas Bahia,Tijuca,"Rua Conde De Bonfim, 326",Tijuca,20520-051,RJ,Rio De Janeiro,33041260082896,Sim,-22.9247514,-43.2318962
Casas Bahia,Ipanema,"Rua Visconde De Piraja, 161",Ipanema,22410-001,RJ,Rio De Janeiro,33041260084163,Sim,-22.9845762,-43.2008939
Casas Bahia,Shopping Franca,"Avenida Rio Negro, 1100",Jardim Roselandia,14406-005,SP,Franca,33041260122278,Sim,-20.5471643,-47.4166461
Casas Bahia,Garca Ii,"Rua Carlos Ferrari, 105",Ferrazopolis,17400-000,SP,Garça,33041260180200,Sim,-22.2131635,-49.6555394
Casas Bahia,Copacabana,"Avenida Nossa Senhora De Copacabana, 794",Copacabana,22050-001,RJ,Rio De Janeiro,33041260085992,Sim,-22.97123,-43.186999
Casas Bahia,Franca,"Rua Major Claudiano, 1848",Centro,14400-690,SP,Franca,33041260122197,Sim,-20.537158,-47.400698
Casas Bahia,Shopping Rio Sul,"Avenida Lauro Sodre, 445",Botafogo,22290-070,RJ,Rio De Janeiro,33041260084678,Sim,-22.953885,-43.178705
Casas Bahia,Catete,"Rua Do Catete, 265",Catete,22220-001,RJ,Rio De Janeiro,33041260083272,Sim,-22.9256995,-43.1765904
Casas Bahia,Centro Alfandega,"Rua Da Alfandega, 116",Centro,20070-004,RJ,Rio De Janeiro,33041260083787,Sim,-22.903148,-43.182234
Casas Bahia,Centro Uruguaiana,"Rua Uruguaiana, 5",Centro,20050-093,RJ,Rio De Janeiro,33041260083434,Sim,-22.902763,-43.180999
Casas Bahia,Bebedouro,"Rua Doutor Oscar Werneck, 375",Centro,14700-110,SP,Bebedouro,33041260121700,Sim,-20.947942,-48.478549
Casas Bahia,Shopping Ilha Plaza,"Avenida Maestro Paulo Silva, 400",Jardim Carioca,21920-445,RJ,Rio De Janeiro,33041260087006,Sim,-22.8033024,-43.2010452
Casas Bahia,Ilha Do Governador,"Estrada Da Cacuia, 141",Cacuia,21921-000,RJ,Rio De Janeiro,33041260083353,Sim,-22.8107514,-43.1865792
Casas Bahia,Fazenda Rio Grande,"Rua Jacaranda, 462",Eucaliptos,83820-001,PR,Fazenda Rio Grande,33041260077973,Sim,-25.6497374,-49.3079913
Casas Bahia,Santo Antonio Platina,"Rua 24 De Maio, 814",Centro,86430-000,PR,Santo Antônio Da Platina,33041260191830,Sim,-23.2939509,-50.0774019
Casas Bahia,Shopping Bay Market,"Rua Visconde Do Rio Branco, 360",Centro,24020-002,RJ,Niterói,33041260081571,Sim,-22.891552,-43.123677
Casas Bahia,Niteroi,"Rua Coronel Gomes Machado, 24",Centro,24020-068,RJ,Niterói,33041260081300,Sim,-22.88781,-43.122623
Casas Bahia,Plaza Shopping,"Rua Xv De Novembro, 8",Centro,24020-120,RJ,Niterói,33041260081490,Sim,-22.88781,-43.122623
Casas Bahia,Araucaria,"Rua Presidente Carlos Cavalcanti, 239",Centro,83702-470,PR,Araucária,33041260077620,Sim,-25.5922337,-49.4095072
Casas Bahia,Morro Agudo,"Rua Inacio Franco, 1343",Centro,14640-000,SP,Morro Agudo,33041260178575,Sim,-20.697448,-48.159795
Casas Bahia,São Joaquim Da Barra,"Rua Sao Paulo, 1717",Centro,14600-000,SP,São Joaquim Da Barra,33041260168006,Sim,-20.576536,-47.88226
Casas Bahia,Piabetá,"Rua Paulo Lavoier, 15",Cid.Horacio,25931-514,RJ,Magé,33041260080842,Sim,-22.61054,-43.17623
Casas Bahia,Itaipu,"Estrada Francisco Da Cruz Nunes, 1003",Itaipu,24340-000,RJ,Niterói,33041260151294,Não,-22.940731,-43.05357
Casas Bahia,Petropolis,"Rua Do Imperador, 496",Centro,25620-000,RJ,Petrópolis,33041260082381,Sim,-22.50792,-43.177138
Casas Bahia,Petropolis 3,"Rua Do Imperador, 168",Centro,25620-000,RJ,Petrópolis,33041260082462,Sim,-22.50792,-43.177138
Casas Bahia,Shopping São Gonçalo,"Avenida Sao Goncalo, 100",Boa Vista,24466-315,RJ,São Gonçalo,33041260088070,Sim,-22.8134843,-43.0707792
Casas Bahia,Catanduva,"Praça Da Republica, 138",Centro,15800-105,SP,Catanduva,33041260127075,Sim,-21.135483,-48.972175
Casas Bahia,Shopping Boulevard São Gon 1,"Avenida Presidente Kennedy, 425",Centro,24445-000,RJ,São Gonçalo,33041260088231,Sim,-22.8228868,-43.0477438
Casas Bahia,São Gonçalo,"Rua Doutor Nilo Pecanha, 43",Centro,24445-300,RJ,São Gonçalo,33041260087936,Sim,-22.8159543,-43.0213115
Casas Bahia,Alcantara,"Rua Doutor Alfredo Backer, 783",Alcantara,24710-395,RJ,São Gonçalo,33041260087855,Sim,-22.8193378,-43.003546
Casas Bahia,Alcantara 2,"Estrada Raul Veiga, 289",Raul Veiga,24710-480,RJ,São Gonçalo,33041260088150,Sim,-22.8249426,-42.9921736
Casas Bahia,Mage,"Rua Doutor Siqueira, 416",Centro,25900-094,RJ,Magé,33041260080923,Sim,-22.654234,-43.042802
Casas Bahia,Joinville,"Rua Quinze De Novembro, 393",Centro,89201-601,SC,Joinville,33041260128390,Sim,-26.300409,-48.8507067
Casas Bahia,Joinville 2,"Rua Do Principe, 237",Centro,89201-001,SC,Joinville,33041260043998,Sim,-26.3054701,-48.8452324
Casas Bahia,Marilia,"Rua Sao Luiz, 772",Centro,17500-020,SP,Marília,33041260126850,Sim,-22.2272943,-49.94654269999999
Casas Bahia,Tres Rios,"Avenida Condessa De Rio Novo, 1657",Centro,25803-000,RJ,Três Rios,33041260088584,Sim,-22.1148544,-43.2037902
Casas Bahia,Itaborai Plaza,"Rodovia Governador Mario Covas, 0",Manilha,24855-140,RJ,Itaboraí,33041260148234,Sim,-22.7708994,-42.9275335
Casas Bahia,Casas Bahia Shopping Jardim Norte,"Avenida Brasil, 6345",Mariano Procopi,36080-060,MG,Juiz De Fora,33041260167611,Sim,-21.7438473,-43.3658172
Casas Bahia,Juiz De Fora Halfeld,"Rua Halfeld, 639",Centro,36010-002,MG,Juiz De Fora,33041260133555,Sim,-21.761862,-43.35014
Casas Bahia,Juiz De Fora Rio Branco 2,"Avenida Barao Do Rio Branco, 2257",Centro,36010-010,MG,Juiz De Fora,33041260134101,Sim,-21.761494,-43.349741
Casas Bahia,Juiz De Fora Batista,"Rua Batista De Oliveira, 0",Centro,36010-121,MG,Juiz De Fora,33041260129957,Sim,-21.764112,-43.347126
Casas Bahia,Marica,"Rua Ribeiro De Almeida, 66",Centro,24900-885,RJ,Maricá,33041260081067,Sim,-22.917493,-42.817567
Casas Bahia,Itaboraí,"Avenida Vinte E Dois De Maio, 0",Centro,24800-065,RJ,Itaboraí,33041260080419,Sim,-22.7470392,-42.8579756
Casas Bahia,Itaboraí 2,"Avenida Vinte E Dois De Maio, 5750",Centro,24800-065,RJ,Itaboraí,33041260019779,Não,-22.746989,-42.85687
Casas Bahia,Lins,"Rua Sete De Setembro, 124",Centro,16400-025,SP,Lins,33041260114097,Sim,-21.6733462,-49.7505301
Casas Bahia,Barbacena,"Rua Quinze De Novembro, 105",Centro,36200-074,MG,Barbacena,33041260134950,Sim,-21.2227809,-43.7726549
Casas Bahia,Teresopolis,"Avenida Delfim Moreira, 252",Varzea,25953-232,RJ,Teresópolis,33041260088401,Sim,-22.4134093,-42.9679204
Casas Bahia,Barretos,"Praça Francisco Barreto, 352",Centro,14780-059,SP,Barretos,33041260127407,Sim,-20.555883,-48.57627
Casas Bahia,Ponta Grossa,"Avenida Doutor Vicente Machado, 216",Centro,84010-000,PR,Ponta Grossa,33041260085720,Sim,-25.095129,-50.160949
Casas Bahia,Olimpia,"Praça Rui Barbosa, 173",Centro,15400-001,SP,Olímpia,33041260123088,Sim,-20.7360594,-48.9209814
Casas Bahia,Assis,"Avenida Rui Barbosa, 514",Centro,19814-000,SP,Assis,33041260126508,Sim,-22.6615575,-50.4094178
Casas Bahia,Jaraguá Do Sul,"Avenida Mal Deodoro Da Fonseca, 158",Centro,89251-700,SC,Jaraguá Do Sul,33041260128470,Sim,-26.488727,-49.083126
Casas Bahia,Sao Bento Do Sul 3,"Avenida Argolo, 33",Centro,89280-061,SC,São Bento Do Sul,33041260207770,Sim,-26.2454973,-49.3865991
Casas Bahia,Promissão,"Avenida Pedro De Toledo, 487",Centro,16370-000,SP,Promissão,33041260177684,Sim,-21.453067,-49.813787
Casas Bahia,Rio Bonito,"Rua Arthur Bernardes, 0",Centro,28800-000,RJ,Rio Bonito,33041260082624,Sim,-22.7099056,-42.6262961
Casas Bahia,Telêmaco Borba,"Avenida Horacio Klabin, 89",Centro,84261-000,PR,Telêmaco Borba,33041260085640,Sim,-24.32776,-50.615847
Casas Bahia,Navegantes,"Avenida Joao Sacavem, 335",Centro,88370-001,SC,Navegantes,33041260176360,Sim,-26.9102922,-48.64302000000001
Casas Bahia,Itajaí,"Rua Hercilio Luz, 460",Centro,88301-000,SC,Itajaí,33041260128632,Sim,-26.9056782,-48.657915
Casas Bahia,Divinópolis,"Rua Goias, 396",Centro,35500-617,MG,Divinópolis,33041260131935,Sim,-20.1415457,-44.9042724
Casas Bahia,Shopping Plaza Avenida,"Avenida José Munia, 4775",Jardim Redentor,15085-350,SP,São José Do Rio Preto,33041260123169,Sim,-20.8239175,-49.3849114
Casas Bahia,Saquaremaa - Saquarema,"Avenida Saquarema, 5556",Centro,28991-350,RJ,Saquarema,33041260090996,Sim,-22.91257554009082,-42.48050660393134
Casas Bahia,S Jose Do Rio Preto,"Rua General Glicerio, 2727",Centro,15015-400,SP,São José Do Rio Preto,33041260123240,Sim,-20.8150784,-49.38554629999999
Casas Bahia,Jose Bonifacio 2,"Avenida Nove De Julho, 970",Centro,15200-000,SP,José Bonifácio,33041260180472,Sim,-21.0531219,-49.6795917
Casas Bahia,Balneário Camboriu,"Avenida Do Estado, 3174",Centro,88338-065,SC,Balneário Camboriú,33041260129523,Sim,-26.9853291,-48.6404542
Casas Bahia,Shopping Cidade Norte,"Avenida Alfredo Antonio De Oliveira, 2077",Jardim Marajo,15046-355,SP,São José Do Rio Preto,33041260166488,Sim,-20.7672563,-49.3848321
Casas Bahia,Mafra,"Rua Felipe Schimidt, 187",Centro,89300-178,SC,Mafra,33041260152509,Sim,-26.1182597,-49.805759
Casas Bahia,Mirassol,"Rua Sete De Setembro, 1999",Centro,15130-057,SP,Mirassol,33041260122944,Sim,-20.8163057,-49.5160095
Casas Bahia,Penapolis,"Avenida Luiz Osorio, 524",Centro,16300-013,SP,Penápolis,33041260110008,Sim,-21.4175659,-50.0748557
Casas Bahia,Conselheiro Lafaiete,"Avenida Prefeito Telesforo C. Rezende, 254",Centro,36400-076,MG,Conselheiro Lafaiete,33041260132907,Sim,-20.6589377,-43.78947230000001
Casas Bahia,Shopping Cadima Friburgo,"Rua Moises Amelio, 17",Centro,28613-210,RJ,Nova Friburgo,33041260035111,Não,-22.292386,-42.531359
Casas Bahia,Nova Friburgo,"Avenida Alberto Braune, 43",Centro,28613-001,RJ,Nova Friburgo,33041260081652,Sim,-22.293575,-42.528893
Casas Bahia,Araruama,"Avenida Getulio Vargas, 545",Centro,28970-000,RJ,Araruama,33041260078864,Sim,-22.8728058,-42.3413939
Casas Bahia,Shopping Blumenau Norte,"Rodovia Br-47, 3000",Salto Do Norte,89065-800,SC,Blumenau,33041260129361,Sim,-26.8631058,-49.0925762
Casas Bahia,Itauna,"Rua Silva Jardim, 47",Centro,35680-062,MG,Itaúna,33041260035898,Sim,-20.067043,-44.580234
Casas Bahia,Blumenau 1,"Rua 15 De Novembro, 473",Centro,89010-001,SC,Blumenau,33041260129442,Sim,-26.9210369,-49.0635602
Casas Bahia,Tupa,"Avenida Tamoios, 576",Centro,17601-000,SP,Tupã,33041260127318,Sim,-21.93077,-50.513352
Casas Bahia,Nova Serrana,"Rua Antonio Martins, 555",Centro,35520-254,MG,Nova Serrana,33041260146614,Sim,-19.8802543,-44.9822187
Casas Bahia,Araxá,"Rua Presidente Olegario Maciel, 354",Centro,38183-186,MG,Araxá,33041260135175,Sim,-19.5960104,-46.9345553
Casas Bahia,Shopping Uberaba 2,"Avenida Santa Beatriz Da Silva, 1501",Santa Maria,38050-106,MG,Uberaba,33041260132079,Sim,-19.7685519,-47.95506719999999
Casas Bahia,Uberaba 1,"Avenida Leopoldino De Oliveira, 3579",Centro,38010-000,MG,Uberaba,33041260130025,Sim,-19.7478706,-47.9362344
Casas Bahia,Indaial 1,"Avenida Manoel Simao, 100",Nacoes,89082-085,SC,Indaial,33041260203510,Sim,-26.8863553,-49.2445497
Casas Bahia,Brusque,"Avenida Cônsul Carlos Renaux, 164",Centro 1,88350-002,SC,Brusque,33041260129280,Sim,-27.0972867,-48.9158073
Casas Bahia,Para De Minas,"Praça Padre José Pereira Coelho, 106",Centro,35660-015,MG,Pará De Minas,33041260036002,Sim,-19.8611859,-44.6083288
Casas Bahia,Uba,"Avenida Cristiano Rocas, 91",Centro,36500-017,MG,Ubá,33041260132230,Sim,-21.1198751,-42.9367609
Casas Bahia,Birigui,"Praça Doutor Gama, 516",Centro,16203-005,SP,Birigüi,33041260109921,Sim,-21.2906845,-50.3358423
Casas Bahia,Frutal,"Praça Da Matriz, 60",Centro,38200-000,MG,Frutal,33041260150484,Sim,-20.0263494,-48.9362703
Casas Bahia,Cataguases,"Rua Visconde Do Rio Branco, 10",Centro,36774-000,MG,Cataguases,33041260130700,Sim,-21.384278,-42.6924896
Casas Bahia,Londrina,"Avenida Parana, 203",Centro,86010-390,PR,Londrina,33041260110938,Sim,-23.310808,-51.161314
Casas Bahia,Londrina 2,"Avenida Parana, 307",Centro,86010-390,PR,Londrina,33041260110857,Não,-23.310808,-51.161314
Casas Bahia,Benjamin Londrina,"Rua Benjamin Constant, 1138",Centro,86010-350,PR,Londrina,33041260146290,Sim,-23.308629,-51.162592
Casas Bahia,Shopping Park Lagos,"Rua Henrique Terra, 1700",Portinho,28911-320,RJ,Cabo Frio,33041260143437,Sim,-22.8769986,-42.0317904
Casas Bahia,Cabo Frio,"Avenida Teixeira E Souza, 245",Centro,28907-410,RJ,Cabo Frio,33041260079240,Sim,-22.8822618,-42.022731
Casas Bahia,Cabo Frio 2,"Largo De Santo Antônio, 17",Centro,28905-365,RJ,Cabo Frio,33041260019507,Sim,-22.8797909,-42.021805
Casas Bahia,Betim,"Avenida Amazonas, 674",Centro,32600-056,MG,Betim,33041260134446,Sim,-19.9659681,-44.1987622
Casas Bahia,Shopping Catuaí 1,"Rodovia Celso Garcia Cid, 0",Glb Faz Palhano,86057-350,PR,Londrina,33041260111071,Sim,-23.330028,-51.213456
Casas Bahia,Shopping Metropolitan Garden,"Rodovia Br-381 Fernao Dias, 0",Sao Joao,32655-505,MG,Betim,33041260134799,Sim,-19.9629528,-44.165533
Casas Bahia,Ibirite,"Rua José Maria Taitson, 313",Centro,32400-221,MG,Ibirité,33041260146703,Sim,-20.022396,-44.05873150000001
Casas Bahia,Shopping Floripa,"Rodovia Virgilio Varzea, 587",Saco Grande,88032-001,SC,Florianópolis,33041260150646,Sim,-27.543394,-48.5002832
Casas Bahia,Casas Bahia - Araçatuba 2,"Rua Princesa Isabel, 115",Centro,16010-250,SP,Araçatuba,33041260153823,Não,-21.206316,-50.440537
Casas Bahia,Canoinhas,"Francisco De Paula Pereira, 609",Centro,89460-092,SC,Canoinhas,33041260207346,Sim,-26.1792246,-50.3930255
Casas Bahia,Aracatuba,"Rua Marechal Deodoro, 158",Centro,16010-301,SP,Araçatuba,33041260109840,Sim,-21.20779,-50.444084
Casas Bahia,Shopping Praca Nova Aracatuba,"Avenida Carlos Pereira Da Silva, 6000",Guanabara,16026-035,SP,Araçatuba,33041260160285,Sim,-21.2192212,-50.4657096
Casas Bahia,Casas Bahia Contagem Industrial,"Avenida Juscelino Kubitschek, 1005",Industrial,32230-090,MG,Contagem,33041260037750,Sim,-19.969619,-44.0340237
Casas Bahia,Via Shopping Barreiro,"Avenida Afonso Vaz De Melo, 640",Barreiro,30640-070,MG,Belo Horizonte,33041260132583,Sim,-19.9752496,-44.0224444
Casas Bahia,Barreiro,"Avenida Visconde De Ibituruna, 65",Barreiro,30640-080,MG,Belo Horizonte,33041260131340,Sim,-19.9744449,-44.0160467
Casas Bahia,Shopping Itaupower,"Avenida General David Sarnoff, 5160",Cidade Indl.,32210-110,MG,Contagem,33041260135760,Sim,-19.9555687,-44.02599619999999
Casas Bahia,Casas Bahia Contagem 3,"Avenida Joao Cesar De Oliveira, 3149",Gloria,32340-001,MG,Contagem,33041260131773,Sim,-19.9388638,-44.0493649
Casas Bahia,Big Shopping,"Avenida Joao Cesar De Oliveira, 1275",Eldorado,32315-000,MG,Contagem,33041260017482,Sim,-19.9426009,-44.0410426
Casas Bahia,Mariana 2,"Avenida Getulio Vargas, 39",Barro Preto,35420-000,MG,Mariana,33041260156091,Sim,-20.3742109,-43.4162103
Casas Bahia,Florianópolis,"Rua Trajano, 171",Centro,88010-010,SC,Florianópolis,33041260128985,Não,-27.596664,-48.550526
Casas Bahia,Florianópolis 2,"Rua Conselheiro Mafra, 148",Centro,88010-100,SC,Florianópolis,33041260128802,Sim,-27.5974389,-48.5517892
Casas Bahia,Osvaldo Cruz,"Avenida Brasil, 442",Centro,17700-000,SP,Osvaldo Cruz,33041260179970,Sim,-21.7972251,-50.879763
Casas Bahia,Rio Das Ostras 1,"Rodovia Amaral Peixoto S/N, 0",Cal.Remanso,28893-093,RJ,Rio Das Ostras,33041260082705,Sim,-22.5273097,-41.9470373
Casas Bahia,São José 2,"Avenida Presidente Kennedy, 600",Centro,88101-001,SC,São José,33041260043564,Sim,-27.6007648,-48.60991809999999
Casas Bahia,Alipio De Melo,"Avenida Abilio Machado, 2116",Alipio De Melo,30820-622,MG,Belo Horizonte,33041260130530,Sim,-19.9017881,-44.0041417
Casas Bahia,Shopping Contagem,"Avenida Severino B. Rodrigues, 850",Ressaca,32110-005,MG,Contagem,33041260145138,Sim,-19.8817516,-44.0359995
Casas Bahia,Hipercentro Bh 7,"Rua Curitiba, 504",Centro,30170-121,MG,Belo Horizonte,33041260008904,Sim,-19.9221528,-43.942235
Casas Bahia,Hipercentro Bh 5,"Rua Curitiba, 780",Centro,30170-120,MG,Belo Horizonte,33041260132311,Sim,-19.9170806,-43.9408474
Casas Bahia,Hipercentro Bh 2,"Rua Curitiba, 605",Centro,30170-120,MG,Belo Horizonte,33041260130459,Sim,-19.9170806,-43.9408474
Casas Bahia,Hipercentro Bh 4,"Rua Tupinambas, 665",Centro,30120-070,MG,Belo Horizonte,33041260131854,Não,-19.917565,-43.939597
Casas Bahia,Hipercentro Bh 3,"Rua Tupinambas, 346",Centro,30120-070,MG,Belo Horizonte,33041260131420,Sim,-19.9175651,-43.9395965
Casas Bahia,Shopping Del Rey,"Avenida Presidente Carlos Luz, 3001",Caicara,31250-010,MG,Belo Horizonte,33041260133806,Sim,-19.8914348,-43.9658772
Casas Bahia,Shopping Boulevard 1,"Avenida Dos Andradas, 3000",Santa Efigenia,30260-070,MG,Belo Horizonte,33041260132745,Sim,-19.9202589,-43.9161472
Casas Bahia,Viçosa,"Rua Artur Bernardes, 74",Centro,36570-061,MG,Viçosa,33041260156334,Sim,-20.7544812,-42.8802303
Casas Bahia,Palhoça,"Rua José Maria Da Luz, 0",Centro,88131-000,SC,Palhoça,33041260173697,Sim,-27.6468314,-48.6668377
Casas Bahia,Minas Shopping,"Avenida Cristiano Machado, 4000",Uniao,31160-342,MG,Belo Horizonte,33041260134012,Sim,-19.876079,-43.9282531
Casas Bahia,Votuporanga,"Rua Amazonas, 3423",Centro,15500-004,SP,Votuporanga,33041260126931,Sim,-20.433501,-49.976064
Casas Bahia,Apucarana,"Rua Professor João Cândido Ferreira, 355",Centro,86800-100,PR,Apucarana,33041260187213,Sim,-23.552501,-51.45913
Casas Bahia,Ribeirão Das Neves,"Avenida Dos Nogueiras, 25",Centro,33805-000,MG,Ribeirão Das Neves,33041260145057,Sim,-19.7657938,-44.0887177
Casas Bahia,Venda Nova 2,"Rua Padre Pedro Pinto, 6700",Venda Nova,31660-000,MG,Belo Horizonte,33041260130610,Sim,-19.8135585,-43.9617889
Casas Bahia,Venda Nova,"Rua Padre Pedro Pinto, 1166",Venda Nova,31615-310,MG,Belo Horizonte,33041260133393,Sim,-19.8088649,-43.9684093
Casas Bahia,Shopping Estação Bh 2,"Avenida Cristiano Machado, 11957",Vila Cloris,31744-007,MG,Belo Horizonte,33041260130106,Sim,-19.8200088,-43.94673359999999
Casas Bahia,Sabara,"Rua Mestre Caetano, 33",Centro,34505-320,MG,Sabará,33041260145308,Sim,-19.891147,-43.8110253
Casas Bahia,Santa Luzia 2,"Avenida Brasilia, 2242",Duquesa I,33170-000,MG,Santa Luzia,33041260131692,Sim,-19.777417,-43.901818
Casas Bahia,Macae,"Avenida Rui Barbosa, 598",Centro,27910-362,RJ,Macaé,33041260080761,Sim,-22.377986,-41.776816
Casas Bahia,Adamantina 3,"Avenida Rio Branco, 565",Adamantina,17800-000,SP,Adamantina,33041260166216,Sim,-21.6897157,-51.0795363
Casas Bahia,Vespasiano,"Rua Doutor Ary Teixeira Da Costa, 270",Centro,33201-000,MG,Vespasiano,33041260129604,Sim,-19.7225362,-43.9334294
Casas Bahia,Muriae,"Rua Paschoal Bernardino, 127",Centro,36880-049,MG,Muriaé,33041260135680,Sim,-21.1322703,-42.3617457
Casas Bahia,Shopping Sete Lagoas,"Avenida Otavio Campelo Ribeiro, 2801",Eldorado,35702-153,MG,Sete Lagoas,33041260072238,Sim,-19.4753789,-44.2773747
Casas Bahia,Lagoa Santa,"Rua Barao Do Rio Branco, 12",Centro,33400-000,MG,Lagoa Santa,33041260148900,Sim,-19.644747,-43.90451059999999
Casas Bahia,Presidente Prudente,"Rua Tenente Nicolau Maffei, 222",Centro,19010-010,SP,Presidente Prudente,33041260124998,Sim,-22.123502,-51.386489
Casas Bahia,Sete Lagoas,"Rua Doutor Pedro Luiz, 256",Centro,35700-004,MG,Sete Lagoas,33041260134608,Sim,-19.458128,-44.2441995
Casas Bahia,Shopping Presidente Prudente,"Avenida Manoel Goulart, 2400",Vila Santa Helena,19060-000,SP,Presidente Prudente,33041260125021,Sim,-22.1201396,-51.4001052
Casas Bahia,Fernandópolis,"Rua Brasil, 1806",Centro,15600-064,SP,Fernandópolis,33041260127237,Sim,-20.280302,-50.2541488
Casas Bahia,Guarapuava,"Rua Quinze De Novembro, 7575",Centro,85010-000,PR,Guarapuava,33041260077701,Sim,-25.3910638,-51.4636179
Casas Bahia,Uniao Da Vitoria - Pr,"Rua Pedro S Cortez, 6",Centro,84600-282,PR,União Da Vitória,33041260192136,Sim,-26.2259414,-51.0904123
